
0,95.594450,126.896371
1,252.456485,127.203031
2,355.352429,128.625420
3,317.906252,133.450728
4,407.308127,133.548619
5,226.505024,139.852719
6,295.397088,143.370574
7,103.349816,147.522578
8,460.908342,149.476973
9,488.414478,152.894946
10,325.356500,163.952514
11,618.551254,163.928544
12,486.980187,167.956636
13,561.095198,171.448221
14,216.365544,174.360219
15,139.935104,177.069173
16,282.869907,177.009875
17,500.013305,183.357364
18,391.490716,181.618104
19,104.629716,185.765465
20,193.010887,185.118731
21,340.933959,189.059186
22,619.736409,194.483290
23,168.733885,196.825632
24,559.668652,201.679886
25,376.684191,208.365558
26,581.215416,208.396907
27,335.817556,213.548434
28,220.860465,217.981375
29,551.852736,221.077013
30,82.243168,224.156038
31,483.149965,223.409275
32,116.003606,226.044231
33,237.098415,252.939038
34,193.478092,264.986393
35,245.736067,264.030603
